"time","dev_id","power","freq","temp","rated_freq"
"2024-05-06 20:56:13","0","161.9","1000","40","1000"
"2024-05-06 20:56:24","0","163.0","1000","41","1000"
"2024-05-06 20:56:34","0","166.4","1000","42","1000"
"2024-05-06 20:56:45","0","160.5","1000","41","1000"
"2024-05-06 20:56:55","0","165.2","1000","40","1000"
"2024-05-06 20:57:06","0","74.2","1000","42","1000"
"2024-05-06 20:57:16","0","163.3","1000","41","1000"
"2024-05-06 20:57:27","0","73.9","1000","42","1000"
"2024-05-06 20:57:37","0","74.3","1000","41","1000"
"2024-05-06 20:57:48","0","161.4","1000","41","1000"
"2024-05-06 20:57:58","0","165.5","1000","40","1000"
"2024-05-06 20:58:09","0","155.8","1000","41","1000"
"2024-05-06 20:58:19","0","75.1","1000","41","1000"
"2024-05-06 20:58:29","0","159.4","1000","40","1000"
"2024-05-06 20:58:40","0","73.9","1000","40","1000"
"2024-05-06 20:58:50","0","161.3","1000","41","1000"
"2024-05-06 20:59:01","0","147.0","1000","41","1000"
"2024-05-06 20:59:11","0","88.0","1000","41","1000"
"2024-05-06 20:59:22","0","156.3","1000","41","1000"
"2024-05-06 20:59:32","0","164.2","1000","41","1000"
"2024-05-06 20:59:43","0","171.1","1000","41","1000"
"2024-05-06 20:59:53","0","122.2","1000","42","1000"
"2024-05-06 21:00:04","0","138.1","1000","42","1000"
"2024-05-06 21:00:14","0","162.7","1000","41","1000"
"2024-05-06 21:00:25","0","154.0","1000","40","1000"
"2024-05-06 21:00:35","0","71.9","1000","41","1000"
"2024-05-06 21:00:45","0","137.6","1000","40","1000"
"2024-05-06 21:00:56","0","162.5","1000","40","1000"
"2024-05-06 21:01:06","0","163.6","1000","40","1000"
"2024-05-06 21:01:17","0","74.1","1000","41","1000"
"2024-05-06 21:01:27","0","162.5","1000","40","1000"
"2024-05-06 21:01:38","0","82.4","1000","41","1000"
"2024-05-06 21:01:48","0","74.5","1000","41","1000"
"2024-05-06 21:01:59","0","163.8","1000","42","1000"
"2024-05-06 21:02:09","0","145.2","1000","41","1000"
"2024-05-06 21:02:20","0","165.7","1000","42","1000"
"2024-05-06 21:02:30","0","167.8","1000","42","1000"
"2024-05-06 21:02:41","0","74.5","1000","41","1000"
"2024-05-06 21:02:51","0","147.1","1000","42","1000"
"2024-05-06 21:03:02","0","168.2","1000","41","1000"
"2024-05-06 21:03:12","0","162.8","1000","41","1000"
"2024-05-06 21:03:22","0","164.4","1000","41","1000"
"2024-05-06 21:03:33","0","74.1","1000","41","1000"
"2024-05-06 21:03:43","0","107.8","1000","41","1000"
"2024-05-06 21:03:54","0","73.7","1000","40","1000"
"2024-05-06 21:04:04","0","71.8","1000","40","1000"
"2024-05-06 21:04:15","0","153.4","1000","41","1000"
"2024-05-06 21:04:25","0","74.6","1000","42","1000"
"2024-05-06 21:04:36","0","128.0","1000","41","1000"
"2024-05-06 21:04:46","0","142.5","1000","41","1000"
"2024-05-06 21:04:57","0","74.3","1000","41","1000"
"2024-05-06 21:05:07","0","74.3","1000","41","1000"
"2024-05-06 21:05:18","0","137.5","1000","42","1000"
"2024-05-06 21:05:28","0","78.2","1000","41","1000"
"2024-05-06 21:05:38","0","74.3","1000","41","1000"
"2024-05-06 21:05:49","0","152.0","1000","41","1000"
"2024-05-06 21:05:59","0","74.1","1000","40","1000"
"2024-05-06 21:06:10","0","164.1","1000","40","1000"
"2024-05-06 21:06:20","0","165.2","1000","40","1000"
"2024-05-06 21:06:31","0","71.7","1000","40","1000"
"2024-05-06 21:06:41","0","144.5","1000","41","1000"
"2024-05-06 21:06:52","0","161.2","1000","41","1000"
"2024-05-06 21:07:02","0","160.9","1000","41","1000"
"2024-05-06 21:07:13","0","164.4","1000","41","1000"
"2024-05-06 21:07:23","0","160.9","1000","41","1000"
"2024-05-06 21:07:33","0","74.3","1000","42","1000"
"2024-05-06 21:07:44","0","154.5","1000","41","1000"
"2024-05-06 21:07:54","0","165.8","1000","41","1000"
"2024-05-06 21:08:05","0","159.7","1000","41","1000"
"2024-05-06 21:08:15","0","145.7","1000","42","1000"
"2024-05-06 21:08:26","0","128.4","1000","41","1000"
"2024-05-06 21:08:36","0","124.0","1000","41","1000"
"2024-05-06 21:08:47","0","144.7","1000","40","1000"
"2024-05-06 21:08:57","0","101.4","1000","40","1000"
"2024-05-06 21:09:08","0","159.0","1000","40","1000"
"2024-05-06 21:09:18","0","73.8","1000","40","1000"
"2024-05-06 21:09:28","0","162.8","1000","40","1000"
"2024-05-06 21:09:39","0","138.4","1000","41","1000"
"2024-05-06 21:09:49","0","74.4","1000","41","1000"
"2024-05-06 21:10:00","0","72.5","1000","41","1000"
"2024-05-06 21:10:10","0","71.7","1000","42","1000"
"2024-05-06 21:10:21","0","74.2","1000","40","1000"
"2024-05-06 21:10:31","0","163.5","1000","40","1000"
"2024-05-06 21:10:42","0","145.8","1000","42","1000"
"2024-05-06 21:10:52","0","161.3","1000","41","1000"
"2024-05-06 21:11:03","0","71.9","1000","42","1000"
"2024-05-06 21:11:13","0","124.1","1000","40","1000"
"2024-05-06 21:11:24","0","164.1","1000","41","1000"
"2024-05-06 21:11:34","0","164.1","1000","40","1000"
"2024-05-06 21:11:45","0","158.6","1000","41","1000"
"2024-05-06 21:11:55","0","143.7","1000","41","1000"
"2024-05-06 21:12:05","0","71.6","1000","41","1000"
"2024-05-06 21:12:16","0","148.7","1000","41","1000"
"2024-05-06 21:12:26","0","152.1","1000","41","1000"
"2024-05-06 21:12:37","0","71.5","1000","42","1000"
"2024-05-06 21:12:47","0","85.6","1000","41","1000"
"2024-05-06 21:12:58","0","133.8","1000","42","1000"
"2024-05-06 21:13:08","0","166.1","1000","42","1000"
"2024-05-06 21:13:19","0","145.6","1000","41","1000"
"2024-05-06 21:13:29","0","72.1","1000","42","1000"
"2024-05-06 21:13:39","0","136.0","1000","41","1000"
"2024-05-06 21:13:50","0","74.6","1000","41","1000"
"2024-05-06 21:14:00","0","167.6","1000","41","1000"
"2024-05-06 21:14:11","0","74.4","1000","41","1000"
"2024-05-06 21:14:21","0","142.9","1000","41","1000"
"2024-05-06 21:14:32","0","167.9","1000","41","1000"
"2024-05-06 21:14:42","0","119.3","1000","41","1000"
"2024-05-06 21:14:53","0","149.1","1000","41","1000"
"2024-05-06 21:15:03","0","160.0","1000","40","1000"
"2024-05-06 21:15:14","0","165.8","1000","41","1000"
"2024-05-06 21:15:24","0","74.3","1000","41","1000"
"2024-05-06 21:15:35","0","149.1","1000","41","1000"
"2024-05-06 21:15:45","0","71.7","1000","41","1000"
"2024-05-06 21:15:56","0","117.5","1000","42","1000"
"2024-05-06 21:16:06","0","74.8","1000","42","1000"
"2024-05-06 21:16:16","0","160.1","1000","42","1000"
"2024-05-06 21:16:27","0","156.4","1000","42","1000"
"2024-05-06 21:16:37","0","167.7","1000","42","1000"
"2024-05-06 21:16:48","0","142.5","1000","40","1000"
"2024-05-06 21:16:58","0","73.5","1000","40","1000"
"2024-05-06 21:17:09","0","74.3","1000","41","1000"
"2024-05-06 21:17:19","0","124.5","1000","41","1000"
"2024-05-06 21:17:30","0","160.9","1000","40","1000"
"2024-05-06 21:17:40","0","135.9","1000","41","1000"
"2024-05-06 21:17:51","0","126.5","1000","40","1000"
"2024-05-06 21:18:01","0","154.2","1000","41","1000"
"2024-05-06 21:18:12","0","162.7","1000","40","1000"
"2024-05-06 21:18:22","0","162.3","1000","42","1000"
"2024-05-06 21:18:32","0","163.4","1000","41","1000"
"2024-05-06 21:18:43","0","168.0","1000","41","1000"
"2024-05-06 21:18:53","0","153.7","1000","42","1000"
"2024-05-06 21:19:04","0","71.8","1000","42","1000"
"2024-05-06 21:19:14","0","74.7","1000","42","1000"
"2024-05-06 21:19:25","0","71.8","1000","42","1000"
"2024-05-06 21:19:35","0","163.4","1000","42","1000"
"2024-05-06 21:19:46","0","143.0","1000","40","1000"
"2024-05-06 21:19:56","0","158.7","1000","41","1000"
"2024-05-06 21:20:07","0","72.0","1000","40","1000"
"2024-05-06 21:20:17","0","143.0","1000","40","1000"
"2024-05-06 21:20:28","0","144.1","1000","40","1000"
"2024-05-06 21:20:38","0","165.5","1000","40","1000"
"2024-05-06 21:20:48","0","123.6","1000","41","1000"
"2024-05-06 21:20:59","0","166.8","1000","41","1000"
"2024-05-06 21:21:09","0","160.9","1000","42","1000"
"2024-05-06 21:21:20","0","112.5","1000","42","1000"
"2024-05-06 21:21:30","0","129.9","1000","42","1000"
"2024-05-06 21:21:41","0","159.3","1000","41","1000"
"2024-05-06 21:21:51","0","163.1","1000","41","1000"
"2024-05-06 21:22:02","0","74.5","1000","42","1000"
"2024-05-06 21:22:12","0","124.8","1000","41","1000"
"2024-05-06 21:22:23","0","145.1","1000","40","1000"
"2024-05-06 21:22:33","0","158.6","1000","41","1000"
"2024-05-06 21:22:44","0","137.7","1000","40","1000"
"2024-05-06 21:22:54","0","132.3","1000","41","1000"
"2024-05-06 21:23:04","0","165.8","1000","40","1000"
"2024-05-06 21:23:15","0","142.4","1000","40","1000"
"2024-05-06 21:23:25","0","127.2","1000","41","1000"
"2024-05-06 21:23:36","0","164.8","1000","41","1000"
"2024-05-06 21:23:46","0","159.4","1000","42","1000"
"2024-05-06 21:23:57","0","161.8","1000","42","1000"
"2024-05-06 21:24:07","0","168.9","1000","42","1000"
"2024-05-06 21:24:18","0","74.5","1000","42","1000"
"2024-05-06 21:24:28","0","142.2","1000","42","1000"
"2024-05-06 21:24:39","0","153.0","1000","42","1000"
"2024-05-06 21:24:49","0","72.0","1000","42","1000"
"2024-05-06 21:24:59","0","71.5","1000","42","1000"
"2024-05-06 21:25:10","0","163.2","1000","40","1000"
"2024-05-06 21:25:20","0","74.8","1000","41","1000"
"2024-05-06 21:25:31","0","163.7","1000","40","1000"
"2024-05-06 21:25:41","0","159.4","1000","40","1000"
"2024-05-06 21:25:52","0","75.1","1000","41","1000"
"2024-05-06 21:26:02","0","70.9","1000","40","1000"
"2024-05-06 21:26:13","0","71.7","1000","40","1000"
"2024-05-06 21:26:23","0","163.1","1000","41","1000"
"2024-05-06 21:26:34","0","163.1","1000","40","1000"
"2024-05-06 21:26:44","0","159.5","1000","41","1000"
"2024-05-06 21:26:55","0","125.0","1000","42","1000"
"2024-05-06 21:27:05","0","132.8","1000","41","1000"
"2024-05-06 21:27:15","0","74.7","1000","41","1000"
"2024-05-06 21:27:26","0","165.2","1000","42","1000"
"2024-05-06 21:27:36","0","164.6","1000","42","1000"
"2024-05-06 21:27:47","0","162.7","1000","42","1000"
"2024-05-06 21:27:57","0","142.5","1000","41","1000"
"2024-05-06 21:28:08","0","74.1","1000","41","1000"
"2024-05-06 21:28:18","0","74.0","1000","41","1000"
"2024-05-06 21:28:29","0","149.3","1000","41","1000"
"2024-05-06 21:28:39","0","74.0","1000","41","1000"
"2024-05-06 21:28:50","0","167.4","1000","41","1000"
"2024-05-06 21:29:00","0","158.9","1000","40","1000"
"2024-05-06 21:29:10","0","160.5","1000","41","1000"
"2024-05-06 21:29:21","0","74.2","1000","41","1000"
"2024-05-06 21:29:31","0","166.9","1000","42","1000"
"2024-05-06 21:29:42","0","159.7","1000","42","1000"
"2024-05-06 21:29:52","0","74.5","1000","43","1000"
"2024-05-06 21:30:03","0","153.2","1000","41","1000"
"2024-05-06 21:30:13","0","166.1","1000","42","1000"
"2024-05-06 21:30:24","0","161.2","1000","41","1000"
"2024-05-06 21:30:34","0","130.8","1000","41","1000"
"2024-05-06 21:30:45","0","74.2","1000","40","1000"
"2024-05-06 21:30:55","0","163.7","1000","41","1000"
"2024-05-06 21:31:06","0","160.9","1000","40","1000"
"2024-05-06 21:31:16","0","160.8","1000","40","1000"
"2024-05-06 21:31:27","0","158.1","1000","40","1000"
"2024-05-06 21:31:37","0","165.3","1000","40","1000"
"2024-05-06 21:31:48","0","165.9","1000","41","1000"
"2024-05-06 21:31:58","0","160.1","1000","41","1000"
"2024-05-06 21:32:09","0","73.8","1000","42","1000"
"2024-05-06 21:32:19","0","161.8","1000","42","1000"
"2024-05-06 21:32:29","0","161.3","1000","41","1000"
"2024-05-06 21:32:40","0","159.8","1000","42","1000"
"2024-05-06 21:32:50","0","168.2","1000","42","1000"
"2024-05-06 21:33:01","0","105.8","1000","41","1000"
"2024-05-06 21:33:11","0","170.6","1000","41","1000"
"2024-05-06 21:33:22","0","160.1","1000","41","1000"
"2024-05-06 21:33:32","0","71.3","1000","41","1000"
"2024-05-06 21:33:43","0","73.7","1000","40","1000"
"2024-05-06 21:33:53","0","161.7","1000","41","1000"
"2024-05-06 21:34:04","0","146.4","1000","41","1000"
"2024-05-06 21:34:14","0","73.7","1000","41","1000"
"2024-05-06 21:34:24","0","127.6","1000","41","1000"
"2024-05-06 21:34:35","0","166.1","1000","40","1000"
"2024-05-06 21:34:45","0","71.6","1000","40","1000"
"2024-05-06 21:34:56","0","72.1","1000","41","1000"
"2024-05-06 21:35:06","0","74.6","1000","42","1000"
"2024-05-06 21:35:17","0","74.5","1000","41","1000"
"2024-05-06 21:35:27","0","71.6","1000","42","1000"
"2024-05-06 21:35:38","0","163.8","1000","41","1000"
"2024-05-06 21:35:48","0","74.0","1000","42","1000"
"2024-05-06 21:35:59","0","141.1","1000","42","1000"
"2024-05-06 21:36:09","0","71.3","1000","40","1000"
"2024-05-06 21:36:19","0","74.1","1000","40","1000"
"2024-05-06 21:36:30","0","164.3","1000","40","1000"
"2024-05-06 21:36:40","0","142.0","1000","40","1000"
"2024-05-06 21:36:51","0","165.3","1000","40","1000"
"2024-05-06 21:37:01","0","165.5","1000","40","1000"
"2024-05-06 21:37:12","0","71.5","1000","40","1000"
"2024-05-06 21:37:22","0","74.5","1000","40","1000"
"2024-05-06 21:37:33","0","165.9","1000","41","1000"
"2024-05-06 21:37:43","0","165.8","1000","42","1000"
"2024-05-06 21:37:54","0","139.5","1000","42","1000"
"2024-05-06 21:38:04","0","160.3","1000","42","1000"
"2024-05-06 21:38:15","0","149.7","1000","42","1000"
"2024-05-06 21:38:25","0","74.3","1000","42","1000"
"2024-05-06 21:38:35","0","163.2","1000","42","1000"
"2024-05-06 21:38:46","0","74.0","1000","42","1000"
"2024-05-06 21:38:56","0","74.2","1000","41","1000"
"2024-05-06 21:39:07","0","90.3","1000","41","1000"
"2024-05-06 21:39:17","0","150.4","1000","41","1000"
"2024-05-06 21:39:28","0","158.1","1000","40","1000"
"2024-05-06 21:39:38","0","78.9","1000","40","1000"
"2024-05-06 21:39:49","0","165.8","1000","40","1000"
"2024-05-06 21:39:59","0","73.8","1000","41","1000"
"2024-05-06 21:40:10","0","124.0","1000","40","1000"
"2024-05-06 21:40:20","0","74.8","1000","42","1000"
"2024-05-06 21:40:31","0","139.0","1000","42","1000"
"2024-05-06 21:40:41","0","162.8","1000","42","1000"
"2024-05-06 21:40:52","0","160.2","1000","42","1000"
"2024-05-06 21:41:02","0","162.6","1000","43","1000"
"2024-05-06 21:41:12","0","161.9","1000","42","1000"
"2024-05-06 21:41:23","0","74.3","1000","41","1000"
"2024-05-06 21:41:33","0","162.4","1000","41","1000"
"2024-05-06 21:41:44","0","72.2","1000","41","1000"
"2024-05-06 21:41:54","0","71.6","1000","40","1000"
"2024-05-06 21:42:05","0","74.5","1000","40","1000"
"2024-05-06 21:42:15","0","74.3","1000","40","1000"
"2024-05-06 21:42:26","0","158.6","1000","41","1000"
"2024-05-06 21:42:36","0","124.4","1000","40","1000"
"2024-05-06 21:42:47","0","74.3","1000","40","1000"
"2024-05-06 21:42:57","0","72.7","1000","40","1000"
"2024-05-06 21:43:08","0","143.1","1000","42","1000"
"2024-05-06 21:43:18","0","71.8","1000","41","1000"
"2024-05-06 21:43:28","0","146.9","1000","41","1000"
"2024-05-06 21:43:39","0","71.3","1000","42","1000"
"2024-05-06 21:43:49","0","74.3","1000","41","1000"
"2024-05-06 21:44:00","0","153.4","1000","40","1000"
"2024-05-06 21:44:10","0","71.6","1000","41","1000"
"2024-05-06 21:44:21","0","134.5","1000","41","1000"
"2024-05-06 21:44:31","0","160.8","1000","41","1000"
"2024-05-06 21:44:42","0","169.4","1000","40","1000"
"2024-05-06 21:44:52","0","164.4","1000","41","1000"
"2024-05-06 21:45:03","0","74.3","1000","41","1000"
"2024-05-06 21:45:13","0","155.4","1000","40","1000"
"2024-05-06 21:45:24","0","74.7","1000","40","1000"
"2024-05-06 21:45:34","0","73.8","1000","41","1000"
"2024-05-06 21:45:45","0","74.9","1000","41","1000"
"2024-05-06 21:45:55","0","167.6","1000","41","1000"
"2024-05-06 21:46:05","0","126.7","1000","41","1000"
"2024-05-06 21:46:16","0","152.1","1000","41","1000"
"2024-05-06 21:46:26","0","125.5","1000","41","1000"
"2024-05-06 21:46:37","0","73.3","1000","42","1000"
"2024-05-06 21:46:47","0","161.2","1000","42","1000"
"2024-05-06 21:46:58","0","158.3","1000","42","1000"
"2024-05-06 21:47:08","0","138.7","1000","42","1000"
"2024-05-06 21:47:19","0","157.8","1000","41","1000"
"2024-05-06 21:47:29","0","162.7","1000","41","1000"
"2024-05-06 21:47:40","0","158.3","1000","40","1000"
"2024-05-06 21:47:50","0","165.0","1000","40","1000"
"2024-05-06 21:48:00","0","169.0","1000","40","1000"
"2024-05-06 21:48:11","0","157.4","1000","40","1000"
"2024-05-06 21:48:21","0","74.1","1000","40","1000"
"2024-05-06 21:48:32","0","162.2","1000","41","1000"
"2024-05-06 21:48:42","0","74.3","1000","41","1000"
"2024-05-06 21:48:53","0","71.6","1000","41","1000"
"2024-05-06 21:49:03","0","158.8","1000","42","1000"
"2024-05-06 21:49:14","0","71.5","1000","41","1000"
"2024-05-06 21:49:24","0","74.2","1000","42","1000"
"2024-05-06 21:49:35","0","161.5","1000","42","1000"
"2024-05-06 21:49:45","0","166.8","1000","42","1000"
"2024-05-06 21:49:56","0","161.3","1000","41","1000"
"2024-05-06 21:50:06","0","159.3","1000","41","1000"
"2024-05-06 21:50:17","0","149.5","1000","41","1000"
"2024-05-06 21:50:27","0","163.5","1000","41","1000"
"2024-05-06 21:50:37","0","74.1","1000","40","1000"
"2024-05-06 21:50:48","0","162.6","1000","41","1000"
"2024-05-06 21:50:58","0","73.9","1000","41","1000"
"2024-05-06 21:51:09","0","73.8","1000","40","1000"
"2024-05-06 21:51:19","0","74.7","1000","41","1000"
"2024-05-06 21:51:30","0","141.9","1000","41","1000"
